Titre;Source;url;published date;description;Meta description;Contenu
"Le plan Vigipirate repasse au niveau ""urgence attentat"" après l'attentat de Moscou : quelles sont les conséquences";LaDepeche.fr;https://news.google.com/rss/articles/CBMingFodHRwczovL3d3dy5sYWRlcGVjaGUuZnIvMjAyNC8wMy8yNS9sZS1wbGFuLXZpZ2lwaXJhdGUtcmVwYXNzZS1hdS1uaXZlYXUtdXJnZW5jZS1hdHRlbnRhdC1hcHJlcy1sYXR0ZW50YXQtZGUtbW9zY291LXF1ZWxsZXMtc29udC1sZXMtY29uc2VxdWVuY2VzLTExODQ3OTUxLnBocNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en;Mon, 25 Mar 2024 06:37:00 GMT;"Le plan Vigipirate repasse au niveau ""urgence attentat"" après l'attentat de Moscou : quelles sont les conséquences  LaDepeche.frAttaque de Moscou : les quatre assaillants présumés placés en détention provisoire pour « terrorisme »  Le ParisienAttentat de Moscou : comment Islam, 15 ans, a sauvé plus de 100 personnes en les guidant vers la sortie  Le FigaroRéveil Courrier du 25 mars 2024  Courrier internationalAttentat à Moscou : ""Ils ont été torturés…"" Qui sont les quatre assaillants inculpés pour terrorisme et placés en détention provisoire ?  LaDepeche.fr";À l’issue d’un conseil de défense et de sécurité, le gouvernement a décidé de rehausser le plan Vigipirate au niveau;"l'essentiel À l’issue d’un conseil de défense et de sécurité, le gouvernement a décidé de rehausser le plan Vigipirate au niveau ""urgence attentat"", en raison de l’attentat revendiqué par l’État islamique à Moscou. Ça veut dire quoi concrètement ?

Le plan Vigipirate à son plus haut niveau. Le gouvernement a annoncé dimanche soir le retour du niveau ""urgence attentat"" du plan Vigipirate, en raison de l’attentat de Moscou vendredi soir, revendiqué par l’État islamique. La décision a été prise à l’issue d’un conseil de sécurité et de défense.

Pourquoi le plan Vigipirate est rehaussé ?

""La revendication de l’attentat de Moscou provient de l’État islamique au Khorassan. Or, cette organisation menace la France et a été impliquée dans plusieurs projets d’attentats récents déjoués dans plusieurs pays d’Europe, dont l’Allemagne et la France"", indique Matignon. Il existe trois niveaux : vigilance, sécurité renforcée – risque d’attentat et urgence – attentat.

A lire aussi : Attentat à Moscou : 4 choses à savoir sur l’État islamique au Khorasan, le groupe de djihadistes qui a revendiqué l’attaque en Russie

Quelles sont les conséquences du niveau ""urgence attentat"" ?

Le niveau urgence-attentat permet la mobilisation exceptionnelle de moyens de sécurité : gendarmes, policiers, militaires. Des mesures contraignantes peuvent être mises en place comme des fouilles aux entrées de bâtiments. Un contrôle visuel des sacs pourra être effectué à l’entrée des établissements scolaires. Certains lieux de culte peuvent faire l’objet d’une surveillance renforcée, en particulier à l'approche de Pâques. Ce niveau maximal avait été créé en 2016 sous la présidence de François Hollande.

Quand le niveau urgence – attentat a-t-il été activé la dernière fois ?

La dernière fois que le plan Vigipirate était passé au niveau urgence – attentat, c’était le 13 octobre 2023, après le meurtre du professeur Dominique Bernard à Arras, tué par un fiché S radicalisé. Le niveau avait été rétrogradé au niveau 2 en janvier 2024.

Quand le niveau ""urgence-attentat"" entre-t-il en vigueur ?

L’entrée en vigueur est immédiate. Le Secrétaire général de la défense et de la sécurité nationale devait convoquer l’ensemble des services de sécurité ce lundi matin en début de journée.

Combien de temps le niveau urgence-attentat va-t-il rester en vigueur ?

Par définition, aucune durée n’a été annoncée. À quatre mois des Jeux Olympiques d’été de Paris-2024, du 26 juillet au 11 août, le niveau urgence-attentat devrait être maintenu. Le niveau urgence-attentat est mis en place pour une durée limitée."
Lutte contre les maltraitances : le gouvernement veut contrôler tous les établissements médico-sociaux accueillant des personnes handicapées;Le Monde;https://news.google.com/rss/articles/CBMiqAFodHRwczovL3d3dy5sZW1vbmRlLmZyL3NvY2lldGUvYXJ0aWNsZS8yMDI0LzAzLzI1L2x1dHRlLWNvbnRyZS1sZXMtbWFsdHJhaXRhbmNlcy1sZS1nb3V2ZXJuZW1lbnQtdmV1dC1jb250cm9sZXItdG91cy1sZXMtZXRhYmxpc3NlbWVudHMtbWVkaWNvLXNvY2lhdXhfNjIyNDA0MV8zMjI0Lmh0bWzSAQA?oc=5&hl=en-US&gl=US&ceid=US:en;Mon, 25 Mar 2024 06:26:48 GMT;"Lutte contre les maltraitances : le gouvernement veut contrôler tous les établissements médico-sociaux accueillant des personnes handicapées  Le MondeZone interdite - ""J'ai tellement de haine"", ""C'est monstrueux"", ""On laisse crever nos enfants handicapés"" : l'ensemble des internautes en colère devant un reportage sur la prise en charge des personnes handi  Yahoo ActualitésAprès un reportage de M6, le gouvernement annonce vouloir contrôler tous les établissements accueillant des personnes handicapées  Le FigaroINFO FRANCEINFO. Comment le gouvernement veut lutter contre les maltraitances envers les adultes vulnérables, deux ans après le scandale dans les Ehpad  franceinfoPersonnes handicapées maltraitées : « Ce phénomène existe », le gouvernement veut contrôler les établissements français  Le Parisien";« Les inspecteurs seront chargés de vérifier que les droits fondamentaux des enfants et des adultes handicapés sont respectés », déclare le ministère. Cette stratégie fait suite aux travaux des Etats généraux des maltraitances.;"La ministre déléguée chargée des personnes âgées et des personnes handicapées, Fadila Khattabi, prononce un discours lors d’une séance de questions au gouvernement à l’Assemblée nationale, à Paris, le 19 mars 2024. ALAIN JOCARD / AFP

Tous les établissements sociaux et médico-sociaux accueillant des personnes handicapées en France seront contrôlés à partir de 2025, a annoncé lundi 25 mars le gouvernement, dans le cadre d’une stratégie nationale de lutte contre les maltraitances visant les personnes handicapées ou âgées.

« Cette stratégie prévoit de contrôler tous les établissements médico-sociaux hébergeant des enfants et des adultes handicapés d’ici à 2030. Les inspecteurs seront chargés de vérifier que leurs droits fondamentaux sont respectés. Une attention toute particulière sera donnée à la lutte contre les maltraitances », affirme à l’Agence France-Presse le ministère délégué chargé des personnes âgées et des personnes handicapées.

« Cela se fera bien sûr sur plusieurs années, mais dès qu’il y a des signalements, l’agence régionale de santé se rend immédiatement » sur place, a affirmé lundi sur Franceinfo Fadila Khattabi, la ministre déléguée.

Au total, 9 200 établissements qui accueillent des personnes handicapées sont concernés, notamment les instituts médico-éducatifs (IME), foyers d’accueil médicalisés, maisons d’accueil spécialisées et établissements et services d’aide par le travail, précise le ministère.

« Il y aura des contrôles déjà annoncés mais surtout des contrôles inopinés pour voir si les recommandations de la Haute Autorité de santé sont bien appliquées et respectées, les conditions d’hygiène, de sécurité, etc. », a ajouté Mme Khattabi.

Cette stratégie fait suite aux travaux des Etats généraux des maltraitances, qui ont réuni en 2023 associations, professionnels, administrations et familles concernées.

Défaillances de l’Etat dans le secteur du handicap

Elle est publiée au lendemain de la diffusion, dimanche soir sur M6, d’une enquête de « Zone interdite » sur les défaillances de l’Etat dans le secteur du handicap. L’émission montre notamment un IME délabré, qui refuse de laisser entrer des parents, alertés par un éducateur sur les conditions déplorables d’hébergement de leurs enfants.

Cette enquête donne aussi la parole à des parents qui affirment avoir porté plainte après avoir constaté des signes de maltraitance sur leur fils autiste majeur.

La ministre Fadila Khattabi a également « demandé à ce que soit lancée une mission auprès de l’inspection générale des affaires sociales, dès cet été, pour contrôler l’accompagnement et l’orientation des enfants handicapés en IME », en réaction à ce reportage, déclare le ministère. Les conclusions en sont attendues pour la fin de l’année.

L’objectif, a expliqué la ministre déléguée lundi matin, est « de voir si l’orientation des enfants dans ces IME est pertinente, car il y a aussi des enfants qui pourraient intégrer l’école de la République ». Interrogée sur les accompagnants des élèves en situation de handicap et sur un recrutement parfois défaillant, la ministre déléguée a déclaré que leur nombre « a augmenté depuis 2017 ».

Après le scandale provoqué par la parution du livre-enquête Les Fossoyeurs, du journaliste Victor Castanet, qui avait révélé des maltraitances des résidents dans des maisons de retraite du groupe privé Orpea (aujourd’hui Emeis), le gouvernement avait annoncé que les 7 500 Ehpad en France, publics, privés et associatifs, seraient contrôlés. La moitié l’ont déjà été, les autres le seront d’ici à la fin de l’année, selon le ministère.

Lire aussi (2023) : Article réservé à nos abonnés Scandale Orpea : un an après la sortie du livre « Les Fossoyeurs », un déluge de plaintes contre le gérant des maisons de retraite Ajouter à vos sélections"
Après la Corse, l'autonomie invitée surprise du déplacement de Macron en Guyane;Le HuffPost;https://news.google.com/rss/articles/CBMilQFodHRwczovL3d3dy5odWZmaW5ndG9ucG9zdC5mci9wb2xpdGlxdWUvYXJ0aWNsZS9lbW1hbnVlbC1tYWNyb24tc2UtcmVuZC1lbi1ndXlhbmUtZXQtYXByZXMtbGEtY29yc2UtbC1hdXRvbm9taWUtam91ZS1sZXMtaW52aXRlcy1zdXJwcmlzZV8yMzE1NjIuaHRtbNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en;Mon, 25 Mar 2024 05:00:07 GMT;"Après la Corse, l'autonomie invitée surprise du déplacement de Macron en Guyane  Le HuffPostGangs venus du Brésil, autonomie territoriale et ""rayonnement""... En Guyane, Emmanuel Macron veut faire oublier son dernier passage  franceinfoÀ Cayenne, les militaires de l'AGIGN perpétuent l'esprit de Blanka  Ministère de l'Intérieur et des Outre-merInsécurité, trafics, désenclavement... Que va faire Emmanuel Macron en Guyane ce lundi?  BFMTVMacron joue la carte de la transition écologique au Brésil  Les Échos";L’accord trouvé entre le gouvernement et les élus corses ravive les velléités de ceux qui réclament une évolution du statut des territoires ultramarins.;"SAMEER AL-DOUMY / AFP SAMEER AL-DOUMY / AFP

POLITIQUE - Pourquoi eux et pas nous ? C’est en substance à cette question des élus guyanais que le président de la République Emmanuel Macron va devoir répondre entre ce lundi 25 et mardi 26 mars, en marge de son déplacement en Guyane. Car l’accord trouvé sur l’autonomie de la Corse a jeté de l’huile sur le feu au sein de la collectivité où une évolution institutionnelle est réclamée depuis plusieurs années.

Mardi 27 février, invité du journal du soir de Guyane La 1re, le président de la Collectivité Territoriale de Guyane (CTG) Gabriel Serville se dit « extrêmement en colère ». La raison : une déclaration de Gérald Darmanin dans laquelle le ministre de l’Intérieur et des Outre-mer se montrait particulièrement optimiste sur une possible réforme du statut de la Corse.

L’élu, membre du groupe GDR à l’Assemblée nationale avant son élection à la tête de la CTG, s’agace de voir l’avancée du dossier corse alors que depuis des « décennies la classe politique, tous partis confondus, se bat pour que la Guyane bénéficie d’un statut qui soit fait sur mesure ». Dans les jours qui suivent, le ministre de l’Intérieur annonce qu’un accord « vers l’autonomie » a été trouvé avec les élus de l’île de Beauté. Il ne manque désormais plus que le feu vert de l’Assemblée Corse avant le lancement par Emmanuel Macron d’une réforme constitutionnelle. La Bretagne en a profité pour saisir la balle au bond. En Guyane, on dénonce un traitement différencié.

« Deux poids deux mesures »

« Ce que la Corse demande, c’est exactement ce que la Guyane a demandé : avoir une inscription dans la Constitution pour avoir un statut particulier », s’insurge Davy Rimane, député GDR et président de la délégation Outre-mer de l’Assemblée sur Guyane La 1re après le dîner de travail fin février entre l’Intérieur et les représentants corses.

Les élus guyanais font valoir l’unanimité de leurs positions ainsi que les très nombreuses discussions (fructueuses) sur ce thème : 25 comité de pilotage, 3 Congrès, une dizaine de résolutions adoptées à l’échelle locale… Dans ce contexte, la nomination en janvier dernier par la présidence de la République de deux experts chargés d’étudier les pistes d’évolution statutaire pour l’ensemble des territoires ultramarins passe mal, « alors que nous, élus guyanais, avons validé un principe depuis des années déjà », fustige Davy Rimane.

« Des experts pour nous, mais pas d’experts pour la Corse (...) il y a deux poids deux mesures sur un même sujet », estime-t-il. Le 5 mars, dans une interview accordée à Corse Matin, Gabriel Serville renchérit : « Ce ne sont pas les dispositifs énoncés à l’issue du dîner que j’ai vécus comme une insulte, mais plutôt l’attitude du gouvernement dès lors que cela fait trop longtemps que nous exprimons nos propres revendications. (...) Nous avons le sentiment que cette parole n’est pas entendue. »

Menace de boycott de la visite faute de clarification

Le président de la CTG a donc durci le ton : fin février, il a exigé que le président de la République « annonce très clairement son intention » de faire pour la Guyane ce qui a été fait pour la Corse. La revendication a même été consignée par écrit le 16 mars lors d’une réunion avec les parlementaires et l’association des maires de Guyane. Faute de quoi, « je me réserve le droit de participer à cette visite officielle » ajoute Gabriel Serville.

La menace a-t-elle été entendue au sommet ? L’Élysée assure que le sujet fait partie des « axes » du déplacement présidentiel et que « le Président aura à cœur de prendre le temps et d’échanger sur ces questions avec les maires, avec les parlementaires et le président de la collectivité territoriale » notamment lors d’un dîner « républicain » le 25 au soir. Reste à savoir si cet échange sera suffisant pour satisfaire les élus. Car à ce stade, la présidence reste très prudente sur d’hypothétiques annonces : « Aujourd’hui le temps est à la définition du projet

avec la mission menée par les experts et avec les membres du Gouvernement », se borne-t-on à répondre.

Venue en Guyane une dizaine de jours en amont de la visite présidentielle, la ministre déléguée aux Outre-Mer Marie Guévenoux a tenté de rassurer : « Il n’y a pas de tabou sur ce sujet. Le président de la République l’a dit en ces termes », a-t-elle déclaré à l’AFP… avant de renvoyer la balle aux élus locaux pour exprimer leurs souhaits sur le partage des compétences en cas d’autonomie, ce qu’ils assurent eux avoir déjà fait.

Lors d’une conférence de presse, le député indépendantiste Jean-Victor Castor (GDR) assène : « Si le président ne répond pas sur l’autonomie, son déplacement n’aura pas de portée ». Ce déplacement sera le premier d’Emmanuel Macron dans les Outre-mer depuis sa réélection et l’Élysée évoque des annonces multiples sur la pêche, l’orpaillage illégal, le spatial… À condition que la question de l’autonomie ne joue pas les trouble-fêtes.

À voir également sur Le HuffPost :"
EN DIRECT;Guerre en Ukraine : plusieurs explosions entendues à Kiev, un immeuble résidentiel touché;https://news.google.com/rss/articles/CBMitAFodHRwczovL3d3dy50ZjFpbmZvLmZyL2ludGVybmF0aW9uYWwvZW4tZGlyZWN0LWd1ZXJyZS11a3JhaW5lLXJ1c3NpZS1wb3V0aW5lLXplbGVuc2t5LWF0dGFxdWUtY3JpbWVlLWxhLXNpdHVhdGlvbi1ldC1sZXMtZGVybmllcmVzLWluZm9zLWF1am91cmQtaHVpLWx1bmRpLTI1LW1hcnMtMjAyNC0yMjkwNTAyLmh0bWzSAbgBaHR0cHM6Ly93d3cudGYxaW5mby5mci9hbXAvaW50ZXJuYXRpb25hbC9lbi1kaXJlY3QtZ3VlcnJlLXVrcmFpbmUtcnVzc2llLXBvdXRpbmUtemVsZW5za3ktYXR0YXF1ZS1jcmltZWUtbGEtc2l0dWF0aW9uLWV0LWxlcy1kZXJuaWVyZXMtaW5mb3MtYXVqb3VyZC1odWktbHVuZGktMjUtbWFycy0yMDI0LTIyOTA1MDIuaHRtbA?oc=5&hl=en-US&gl=US&ceid=US:en;Mon, 25 Mar 2024 09:27:54 GMT;EN DIRECT - Guerre en Ukraine : plusieurs explosions entendues à Kiev, un immeuble résidentiel touché  TF1 INFOGuerre en Ukraine : Touché coulé en Crimée et viol de l'espace aérien polonais  20 MinutesGuerre en Ukraine: plusieurs explosions entendues à Kiev  BFMTVGuerre en Ukraine. Nouvelle attaque russe à Odessa, Kharkiv dans la pénombre… Le point de la nuit  Ouest-FranceGuerre en Ukraine : 11 blessés dans une attaque de drones, une centrale électrique en feu en Russie  Le Figaro;"[VIDÉO] ▶️ Au moins cinq explosions ont été entendues ce lundi matin dans la capitale ukrainienne après le déclenchement d'une alerte aérienne faisant état de ""missiles vers Kiev"". Selon le chef de l'administration militaire, un immeuble résidentiel a notamment été endommagé.  Suivez en direct les dernières informations sur le conflit. - EN DIRECT - Guerre en Ukraine : plusieurs explosions entendues à Kiev, un immeuble touché (International) - TF1 INFO";"Au moins cinq explosions ont été entendues ce lundi matin dans la capitale ukrainienne après le déclenchement d'une alerte aérienne faisant état de ""missiles vers Kiev"". Selon le chef de l'administration militaire, un immeuble résidentiel a notamment été endommagé. Suivez en direct les dernières informations sur le conflit.

KIEV De nouvelles images de Kiev montrent des enfants courir pour se protéger des frappes en cours. EXPLOSIONS À KIEV ""Explosions dans la capitale. Aux abris en urgence !"", a écrit le maire de Kiev, Vitali Klitschko, sur la messagerie Telegram, ajoutant que les services d’urgence se rendent dans trois quartiers de la ville.

Au moins un immeuble résidentiel aurait été touchée. KIEV VISEE PAR DES FRAPPES Plusieurs explosions ont été entendues lundi matin dans le centre de Kiev, juste après une alerte aérienne annonçant des missiles russes en direction de la capitale ukrainienne, selon notre envoyée spéciale. Explosions à Kiev : LCI sur le terrain Source : TF1 Info LCI A KIEV Depuis Kiev, notre envoyée spéciale nous raconte le retour au calme dans la capitale après un weekend marqué par des frappes. LCI à Kiev : Moscou maintient la pression Source : TF1 Info LE POINT SUR LA SITUATION EN UKRAINE Les autorités ukrainiennes ont affirmé que l'armée russe avait frappé les régions méridionales de Mykolaïv et d'Odessa. ""L'ennemi a de nouveau attaqué la région d'Odessa avec des drones"", a déclaré le gouverneur régional Oleg Kiper sur Telegram tôt lundi. ""Les infrastructures énergétiques ont été endommagées et il n'y a pas d'électricité dans certaines parties de (la ville) d'Odessa"", a-t-il ajouté. Onze personnes ont été blessées à Mykolaïv, dans le sud du pays, à la suite d'une attaque russe de drones, a de son côté déclaré la porte-parole de l'armée ukrainienne, Nataliya Gumenyuk, lors d'une interview à la télévision nationale.

En Russie, un incendie s'est déclaré dans une importante centrale électrique de la région de Rostov, a déclaré le gouverneur local, à la suite d'une série d'attaques de drones ukrainiens dans la région. Deux unités de la centrale de Novocherkassk, l'une des plus grandes du sud-ouest de la Russie, ont été mises hors service, a indiqué le gouverneur Vassili Goloubev, dans un message publié sur Telegram. La région de Rostov (sud) est limitrophe de l'Ukraine et la capitale régionale est un centre important pour la planification des opérations militaires russes.

Les forces armées ukrainiennes ont affirmé dans la matinée avoir ""réussi à toucher les navires amphibies Yamal et Azov, ainsi qu'un centre de communications et d'autres infrastructures de la Flotte russe de la mer Noire"". Des images partagées sur les réseaux sociaux montrent une grande explosion dans la ville, envoyant une boule de feu et de la fumée noire dans les airs, ainsi que ce qui semblait être des défenses aériennes russes interceptant des projectiles entrants. Les images satellite montrent que la Russie a déplacé une grande partie de sa flotte plus à l'Est, vers le port de Novorossiïsk. Moscou a également récemment remplacé son chef de la marine.

Kiev, la capitale ukrainienne, et la région occidentale de Lviv ont également été la cible d'une attaque aérienne ""massive"" tôt dimanche, ont indiqué des responsables, mais aucune victime n'a été signalée. L'armée de l'air ukrainienne a indiqué avoir abattu 18 des 29 missiles et 25 des 28 drones explosifs lancés durant la nuit. La Russie ""n'abandonne pas son objectif de détruire Kiev à tout prix"", a déclaré Serguiï Popko, chef de l'administration militaire de la ville.

Face à une Ukraine sur la défensive et souffrant des retards dans l'aide occidentale supplémentaire, les forces russes cherchent à accroître leur avantage sur le champ de bataille. L'armée russe a revendiqué ces derniers jours des avancées dans l'Est dans les secteurs de Tchassiv Iar, localité voisine de Bakhmout, et à l'ouest d'Avdiïvka, ville détruite et conquise par les Russes en février.

La Pologne, alliée et voisine de l'Ukraine, a pour sa part déclaré qu'un missile de croisière russe dirigé vers l'ouest de l'Ukraine avait violé son espace aérien pendant une quarantaine de secondes, troisième incident de ce type depuis le début de la guerre. Elle a annoncé qu'elle allait convoquer l'ambassadeur russe. EN DIRECT Bienvenue sur ce direct consacré aux événements en Ukraine.

Après avoir coulé de nombreux bateaux russes depuis l'offensive lancée le 24 février 2022, Kiev a revendiqué un nouveau succès en frappant deux navires russes en Crimée annexée. Les forces armées ukrainiennes ont affirmé dimanche avoir ""réussi à toucher les navires amphibies Yamal et Azov, ainsi qu'un centre de communications et d'autres infrastructures de la Flotte russe de la mer Noire"". Une humiliation pour la Russie qui a dû renoncer au blocus des côtes encore sous contrôle ukrainien.

""Je remercie tous nos héros (...) qui débarrassent la Crimée et la mer Noire de la présence de l'occupant. C'est une tâche difficile, mais nos soldats l'accomplissent progressivement"", s'est félicité le président ukrainien Volodymyr Zelensky dans son adresse quotidienne.

Des images partagées sur les réseaux sociaux montrent une grande explosion dans la ville, envoyant une boule de feu et de la fumée noire dans les airs, ainsi que ce qui semblait être des défenses aériennes russes interceptant des projectiles entrants.

Le gouverneur de Sébastopol, Mikhaïl Razvojaïev, a fait état d'une attaque ""massive"" de missiles ukrainiens visant la ville. Il a précisé qu'un homme avait été tué et quatre personnes blessées sans mentionner de dommage causé aux navires de guerre russes."
Présidentielle au Sénégal: dans l'attente de résultats officiels, le camp Diomaye Faye affiche sa confiance;RFI;https://news.google.com/rss/articles/CBMipAFodHRwczovL3d3dy5yZmkuZnIvZnIvYWZyaXF1ZS8yMDI0MDMyNS1wciVDMyVBOXNpZGVudGllbGxlLWF1LXMlQzMlQTluJUMzJUE5Z2FsLWRhbnMtbC1hdHRlbnRlLWRlLXIlQzMlQTlzdWx0YXRzLW9mZmljaWVscy1sZS1jYW1wLWRpb21heWUtZmF5ZS1hZmZpY2hlLXNhLWNvbmZpYW5jZdIBAA?oc=5&hl=en-US&gl=US&ceid=US:en;Mon, 25 Mar 2024 07:11:59 GMT;Présidentielle au Sénégal: dans l'attente de résultats officiels, le camp Diomaye Faye affiche sa confiance  RFIPrésidentielle au Sénégal : l'opposant Bassirou Diomaye Faye largement en tête  LibérationPrésidentielle au Sénégal: clôture du scrutin, début du dépouillement au résultat indécis  BoursoramaPrésidentielle au Sénégal : cinq candidats félicitent Diomaye Faye pour sa victoire, en attendant les résultats officiels  Le ParisienSénégal : Faye, candidat de l'opposition, en tête des premiers résultats de l'élection présidentielle  Zonebourse.com;;"You don't have permission to access the page you requested.

What is this page?

The website you are visiting is protected.

For security reasons this page cannot be displayed."
Faits divers. Bas-Rhin : alertes à la bombe, sept établissements scolaires fermés;DNA;https://news.google.com/rss/articles/CBMilwFodHRwczovL3d3dy5kbmEuZnIvZmFpdHMtZGl2ZXJzLWp1c3RpY2UvMjAyNC8wMy8yNS9zdHJhc2JvdXJnLWxlLWNvbGxlZ2UtbHljZWUta2xlYmVyLWZlcm1lLWFwcmVzLXVuZS1hbGVydGUtYS1sYS1ib21iZS1ldC1sZS1waXJhdGFnZS1kZS1sYS1tZXNzYWdlcmll0gEA?oc=5&hl=en-US&gl=US&ceid=US:en;Mon, 25 Mar 2024 06:55:00 GMT;Faits divers. Bas-Rhin : alertes à la bombe, sept établissements scolaires fermés  DNA - Dernières Nouvelles d'AlsaceAlerte attentat : les élèves du lycée Chrestien de Troyes confinés dans la cour  L'Est EclairAu lycée d'Abbeville, un retour en cours dans le calme après la cyberattaque du week-end  Courrier PicardÉtablissements de l'académie de Lille menacés: réouverture ce lundi avec une sécurité renforcée  BFM Grand LillePlusieurs lycées menacés d'attentat dans la Marne, l'Aube et les Ardennes  L'Union;Ce lundi matin dans le Bas-Rhin, pas moins de huit établissements scolaires ont fermé après des alertes à la bombe. Sont concernés : Strasbourg, Bischheim, Bischwiller, Molsheim, Schiltigheim, Saverne, Schirmeck.;"Le collège-lycée Kléber à Strasbourg est resté fermé ce lundi matin. La direction a envoyé à 7h40 un mail pour informer les élèves et leurs familles que l'établissement n'était pas ouvert. « Seuls les personnels » sont autorisés à entrer.

A lire aussi Des établissements scolaires haut-rhinois menacés et évacués

A l'origine de cette décision, le piratage de la messagerie (Mon Bureau Numérique - MBN), piratage « utilisé pour un envoi de deux messages à caractère raciste et terroriste », a informé la direction dans ce mail. Dans le message frauduleux, il était question d'une « alerte à la bombe pour ce lundi 25 mars ».

Des établissements piratés la semaine dernière Cet acte intervient après d'autres, par centaines, en région parisienne, la semaine dernière. L'Ile-de-France avait été concernée en premier, les Hauts-de-France ensuite.

« Une équipe de police a travaillé toute la nuit avec l'aide d'un chien détecteur d'explosifs ». Elle est « en voie de sécuriser l'ensemble des bâtiments » et une présence policière est assurée aux abords, a précisé la direction, toujours dans ce même mail. Marcel-Rudloff de Strasbourg et Marc-Bloch de Bischheim également concernés A noter que la décision du rectorat de fermer le collège-lycée Kléber s'applique aussi au lycée Marcel-Rudloff de Strasbourg et Marc-Bloch de Bischheim, jusqu'à 14h.

01 / 02



02 / 02





01 / 02



02 / 02





André-Maurois de Bischwiller et Henri-Meck de Molsheim évacués

Peu avant 9h, un de nos journalistes apprenait que le lycée André-Maurois de Bischwiller était également concerné : à 9h10, 1400 élèves étaient évacués vers des zones de sécurité, la gendarmerie et la police municipale étaient sur place, alertées vers 8h30. Les cours ont été annulés pour la journée, selon le personnel éducatif sur place. Peu avant 10h, un de nos autres journalistes apprenait que la cité scolaire Henri-Meck était à son tour en train d'être évacuée, suite d'une alerte à la bombe envoyée par la messagerie interne MBN [le même procédé que pour le collège-lycée Kléber, NDLR]. Vers 10h10, tous les lycéens et collégiens étaient regroupés à l'extérieur, le temps que les gendarmes puissent procéder aux opérations de vérification. Peu après 10h, la rédaction apprenait que le collège Leclerc de Schiltigheim était lui aussi en cours d'évacuation, également suite à une alerte à la bombe ; de même que pour le lycée du Haut-Barr à Saverne. A 10h30, la situation se reproduisait au collège de Schirmeck-La Broque."
Stages de seconde : une plateforme ouvre ce lundi pour aider les lycéens à trouver une entreprise;franceinfo;https://news.google.com/rss/articles/CBMilwFodHRwczovL3d3dy5mcmFuY2V0dmluZm8uZnIvc29jaWV0ZS9lZHVjYXRpb24vZWR1Y2F0aW9uLXVuZS1wbGF0ZWZvcm1lLW91dnJlLWNlLWx1bmRpLXBvdXItYWlkZXItbGVzLWx5Y2VlbnMtZGUtc2Vjb25kZS1hLXRyb3V2ZXItdW4tc3RhZ2VfNjQ0NTg0My5odG1s0gEA?oc=5&hl=en-US&gl=US&ceid=US:en;Mon, 25 Mar 2024 06:06:04 GMT;Stages de seconde : une plateforme ouvre ce lundi pour aider les lycéens à trouver une entreprise  franceinfoStage de seconde : une plateforme pour tenter de s'y retrouver  Les ÉchosStage obligatoire de seconde : pourquoi les professeurs et les parents s'inquiètent  L'ExpressStage en classe de seconde : les offres accessibles sur le site 1jeune1solution dès ce lundi  Sud OuestVéronique Blanc, conseillère école-entreprise du recteur de région académique IDF - 25/03  BFM Business;Les 560 000 élèves de seconde générale et technologique doivent trouver un stage du 17 au 28 juin, mais beaucoup n'ont pas encore validé de convention.;"Les 560 000 élèves de seconde générale et technologique doivent trouver un stage du 17 au 28 juin, mais beaucoup n'ont pas encore validé de convention.

La période fatidique approche à grands pas. Une plateforme regroupant des offres de stage, accessible via le site 1jeune1solution, ouvre lundi 25 mars pour les lycéens de seconde en prévision du stage obligatoire prévu en juin.

Cette plateforme doit aider les quelque 560 000 lycéens concernés, en filières générale et technologique, à pallier le manque d'offres. A l'initiative de Gabriel Attal, lorsqu'il était ministre de l'Education, la période du 17 au 28 juin sera consacrée aux épreuves du bac pour les classes de première et de terminale et à ""un stage en milieu professionnel"" pour les secondes, pour ""approfondir leur découverte des métiers, mieux préparer et affermir leurs choix d'orientation"", explique le ministère.

Mais à moins de trois mois de l'échéance, de nombreux lycéens n'ont pas encore validé de convention de stage, ni même, pour certains, encore commencé à chercher. A Lille, Florence Delannoy, proviseure du lycée Montebello, fait un rapide calcul : ""Sur 460 élèves de seconde, je n'ai à ce jour que 20 conventions signées, c'est très faible"", regrette la cheffe d'établissement, syndiquée au SNPDEN-Unsa. Pour elle, il est ""dommage que la plateforme n'ouvre que fin mars, c'est trop tard"".

""Les jeux de l'orientation sont faits""

Interrogé par l'AFP, le ministère de l'Education n'a pas communiqué le nombre d'offres disponibles sur cette plateforme. D'autres remettent en question ""l'intérêt pédagogique"" de ce stage. ""Fin juin, ces élèves auront déjà fait le choix de leurs spécialités pour l'année de première, les jeux de l'orientation sont faits"", déplore Karile Richard, proviseure du lycée Turgot à Paris. ""Tout ça est un non-sens"", lâche cette syndiquée ID-FO.

Et que se passera-t-il si un élève ne trouve pas de stage ? ""L'élève est accueilli dans son établissement"" et ""bénéficie de solutions en ligne de découverte des environnements professionnels et y effectue des recherches documentaires pour préciser ou parfaire son projet d'orientation"", peut-on lire sur le site de l'Education nationale. ""Impossible"", tranche Karile Richard. ""C'est une période rouge où tout le lycée est monopolisé sur les examens du bac, avec les épreuves écrites et orales, donc pas de temps pour gérer des secondes sans stage""."
